Round No,Institute,Academic Program Name,,Category,Opening Rank,Closing Rank
7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,ST,35993,35993
7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,15838,21118
7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5654,7267
7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,SC,2878,3812
7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,ST,1324,1770
7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,50706,116258
7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,38502,44668
7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,5500,15204
7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,3622,13498
7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,15076,20873
7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,6648,7558
7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,3799,4540
7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,1696,1696
7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,General,2042,8370
7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,OBC-NCL,2437,5094
7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,SC,632,3173
7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,ST,256,331
7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,General,1914,2450
7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,OBC-NCL,736,1117
7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,OBC-NCL(PwD),74,74
7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,SC,258,526
7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,ST,269,364
7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,General,58842,77223
7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,31680,34293
7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,SC,10883,12154
7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,ST,5981,6001
7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,General,31132,38985
7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,11731,12967
7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,SC,6337,7834
7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,ST,4663,5064
7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,General,51332,71347
7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,OBC-NCL,20927,30866
7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,SC,10281,11475
7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,ST,3392,5419
7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,General,34443,37769
7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,General PwD,2405,2405
7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,OBC-NCL,10274,12354
7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,SC,6725,7337
7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,ST,2963,3459
7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,44446,53204
7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,13982,24123
7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,7502,8863
7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,ST,2402,2883
7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,19504,29396
7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,General PwD,653,653
7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,7643,9547
7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,4568,5291
7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,ST,2629,2968
7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,General,21708,45221
7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,General PwD,1499,1499
7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,12525,18689
7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,2894,5956
7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,1754,2076
7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,General,16857,26749
7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,6566,7781
7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,3075,4123
7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,913,1416
7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,8344,21331
7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General PwD,792,792
7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,4996,8780
7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,1412,3862
7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,1155,2262
7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,6472,12341
7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General PwD,862,862
7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,3082,4250
7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,1413,2656
7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,1403,1567
7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,9047,34663
7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,9713,15266
7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,3872,5376
7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,683,2366
7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,16265,21461
7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,General PwD,512,512
7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5279,6806
7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,3615,4222
7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,1766,2095
7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,General,27254,42026
7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,General PwD,1140,1140
7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,14019,19495
7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,SC,3083,6913
7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,ST,2522,3266
7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,General,13291,18806
7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,General PwD,1086,1086
7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,4574,6334
7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),585,585
7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,SC,4188,5056
7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,ST,1813,2710
7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,General,22935,40516
7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,OBC-NCL,10993,21047
7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,SC,4774,8193
7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,ST,2107,4095
7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,General,12721,16903
7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,General PwD,908,908
7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,OBC-NCL,4515,6016
7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,SC,2713,4060
7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,ST,1842,2340
7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,21950,37873
7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,9809,15226
7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,3515,6213
7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,1459,1610
